row_element,column_element,cooccurrence_count,row_element_count,column_element_count,normalized_pmi
Ar,No,2,4079,366,0.28513566186098455
Ar,Np,0,4079,482,-1.0
Ar,O,2551,4079,109353141,-0.031392852574434166
Ar,Og,0,4079,1,-1.0
Ar,Os,1,4079,8718,0.06726099314905995
Ar,P,553,4079,2503338,0.1548982707725449
Ar,Pa,1,4079,263,0.2550770332627674
Ar,Pb,4,4079,18301,0.11003147182163465
Ar,Pd,37,4079,48856,0.2090014487692237
Ar,Pm,0,4079,410,-1.0
Ar,Po,0,4079,1385,-1.0
Ar,Pr,3,4079,3784,0.18167915030015758
Ar,Pt,24,4079,143559,0.10544740767264214
Ar,Pu,0,4079,577,-1.0
Ar,Ra,0,4079,277,-1.0
Ar,Rb,4,4079,11197,0.13850620357386867
Ar,Re,3,4079,10228,0.12499508357199664
Ar,Rf,6,4079,5242,0.21094870607295024
Ar,Rg,0,4079,9,-1.0
Ar,Rh,5,4079,14946,0.13646596467454156
Ar,Rn,2,4079,138,0.33948227568237543
Ar,Ru,71,4079,39255,0.27902438747068814
Ar,S,759,4079,36318993,-0.03738373167752624
Ar,Sb,0,4079,19105,-1.0
Ar,Sc,0,4079,3525,-1.0
Ar,Se,3,4079,120337,-0.015534971149535715
Ar,Sg,0,4079,137,-1.0
Ar,Si,133,4079,1825174,0.05818752304005417
Ar,Sm,2,4079,3363,0.1615546904549792
Ar,Sn,21,4079,109311,0.11345824719815398
Ar,Sr,1,4079,8295,0.0699292070931051
Ar,Ta,2,4079,5739,0.13177589422009905
Ar,Tb,0,4079,3117,-1.0
Ar,Tc,1,4079,3663,0.11377829865195332
Ar,Te,0,4079,20569,-1.0
Ar,Th,1,4079,1733,0.1539288926063807
Ar,Ti,6,4079,77983,0.05071225097107042
Ar,Tl,1,4079,6312,0.08458545858314342
Ar,Tm,0,4079,1275,-1.0
Ar,Ts,0,4079,3,-1.0
Ar,U,36,4079,21879,0.26015531757221655
Ar,V,40,4079,39871,0.22889781463022701
Ar,W,113,4079,44325,0.31301402501982056
Ar,Xe,22,4079,588,0.45282778656150263
Ar,Y,174,4079,98196,0.29605511459655115
Ar,Yb,0,4079,3286,-1.0
Ar,Zn,12,4079,76233,0.0971972730152156
Ar,Zr,8,4079,106659,0.05005559754829376
As,Ac,0,33552,9776,-1.0
As,Ag,115,33552,19086,0.22366093209563534
As,Al,174,33552,82361,0.15279254398249703
As,Am,0,33552,380,-1.0
As,Ar,4,33552,4079,0.07490150854812996
As,As,33552,33552,33552,
As,At,6,33552,1164,0.17519513292362807
As,Au,113,33552,18070,0.22604958617557722
As,B,354,33552,1315877,-0.00008109821463531366
As,Ba,55,33552,15764,0.17504922756026048
As,Be,15,33552,3233,0.17866428833253303
As,Bh,0,33552,74,-1.0
As,Bi,184,33552,15692,0.28108326621268637
As,Bk,0,33552,169,-1.0
As,Br,1309,33552,8607410,-0.04984806184622161
As,C,30191,33552,124377664,-0.012474453461637617
As,Ca,187,33552,47081,0.2006920666251737
As,Cd,130,33552,7961,0.29804009703775924
As,Ce,15,33552,8261,0.11978237039802503
As,Cf,0,33552,237,-1.0
As,Cl,4409,33552,21906474,-0.02841297773806765
As,Cm,0,33552,692,-1.0
As,Cn,0,33552,7,-1.0
